census_subdivision_id,province_id,province,type,municipality,year,source_page_url,document_url,document_path
5915065,59,British Columbia,Village,Lions Bay,2017,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/docs/services/Finance/Financial_Reports/1_2017_annual_report.pdf,lake/59/5915065/financial_statement_2017.pdf
5915065,59,British Columbia,Village,Lions Bay,2016,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/docs/services/Finance/Financial_Reports/2016_annual_report_-_final_vf.pdf,lake/59/5915065/financial_statement_2016.pdf
5915065,59,British Columbia,Village,Lions Bay,2015,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/docs/services/Finance/Financial_Reports/2015_annual_report_final.pdf,lake/59/5915065/financial_statement_2015.pdf
5915065,59,British Columbia,Village,Lions Bay,2014,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/images/services/Finance/annual_report_2014_0.pdf,lake/59/5915065/financial_statement_2014.pdf
5915065,59,British Columbia,Village,Lions Bay,2013,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/images/services/Finance/annual_report_2013.pdf,lake/59/5915065/financial_statement_2013.pdf
5915065,59,British Columbia,Village,Lions Bay,2012,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/images/services/Finance/annual_report_2012.pdf,lake/59/5915065/financial_statement_2012.pdf
5915065,59,British Columbia,Village,Lions Bay,2011,https://www.lionsbay.ca/services/finance/financial-reports,https://www.lionsbay.ca/sites/2/files/images/services/Finance/annual_report_2011.pdf,lake/59/5915065/financial_statement_2011.pdf
5933035,59,British Columbia,District,Logan Lake,2024,https://loganlake.ca/public-notices/public-notice-2024-annual-report/,https://loganlake.ca//wp-content/uploads/2025/06/2024-Annual-Report-for-Website-June-3-2025.pdf,lake/59/5933035/financial_statement_2024.pdf
5937005,59,British Columbia,Village,Lumby,2024,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/7424,lake/59/5937005/financial_statement_2024.pdf
5937005,59,British Columbia,Village,Lumby,2023,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/7243,lake/59/5937005/financial_statement_2023.pdf
5937005,59,British Columbia,Village,Lumby,2022,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/6382,lake/59/5937005/financial_statement_2022.pdf
5937005,59,British Columbia,Village,Lumby,2021,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/5786,lake/59/5937005/financial_statement_2021.pdf
5937005,59,British Columbia,Village,Lumby,2020,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/5444,lake/59/5937005/financial_statement_2020.pdf
5937005,59,British Columbia,Village,Lumby,2019,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/4503,lake/59/5937005/financial_statement_2019.pdf
5937005,59,British Columbia,Village,Lumby,2018,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/3851,lake/59/5937005/financial_statement_2018.pdf
5937005,59,British Columbia,Village,Lumby,2017,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/3752,lake/59/5937005/financial_statement_2017.pdf
5937005,59,British Columbia,Village,Lumby,2016,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/3751,lake/59/5937005/financial_statement_2016.pdf
5937005,59,British Columbia,Village,Lumby,2015,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/1947,lake/59/5937005/financial_statement_2015.pdf
5937005,59,British Columbia,Village,Lumby,2014,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/1620,lake/59/5937005/financial_statement_2014.pdf
5937005,59,British Columbia,Village,Lumby,2013,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/1173,lake/59/5937005/financial_statement_2013.pdf
5937005,59,British Columbia,Village,Lumby,2012,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/806,lake/59/5937005/financial_statement_2012.pdf
5937005,59,British Columbia,Village,Lumby,2011,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/471,lake/59/5937005/financial_statement_2011.pdf
5937005,59,British Columbia,Village,Lumby,,https://lumby.civicweb.net/filepro/documents/469/,https://lumby.civicweb.net/document/809,lake/59/5937005/financial_statement_unknown_1.pdf
5933015,59,British Columbia,Village,Lytton,2024,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2025-06/2024%20Audited%20Financial%20Statements.pdf,lake/59/5933015/financial_statement_2024.pdf
5933015,59,British Columbia,Village,Lytton,2023,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/Village-of-Lytton-2023-Financial-Statements-FINAL.pdf,lake/59/5933015/financial_statement_2023.pdf
5933015,59,British Columbia,Village,Lytton,2022,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/SOFI-2022-SignedMayor.pdf,lake/59/5933015/financial_statement_2022.pdf
5933015,59,British Columbia,Village,Lytton,2021,https://www.lytton.ca/local-government/reports-plans,https://lyttonbc.civicweb.net/document/9715,lake/59/5933015/financial_statement_2021.pdf
5933015,59,British Columbia,Village,Lytton,2020,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/Annual-Report-2020-ADOPTED.pdf,lake/59/5933015/financial_statement_2020.pdf
5933015,59,British Columbia,Village,Lytton,2019,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/2019-Annual-Report-amended.pdf,lake/59/5933015/financial_statement_2019.pdf
5933015,59,British Columbia,Village,Lytton,2018,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/2018-Financial-Statements-Signed.pdf,lake/59/5933015/financial_statement_2018.pdf
5933015,59,British Columbia,Village,Lytton,2017,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/2017-financial-statements_0.pdf,lake/59/5933015/financial_statement_2017.pdf
5933015,59,British Columbia,Village,Lytton,2016,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/2016-Year-End-Financial-Statements.pdf,lake/59/5933015/financial_statement_2016.pdf
5933015,59,British Columbia,Village,Lytton,2015,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/2015-Annual-Report.pdf,lake/59/5933015/financial_statement_2015.pdf
5933015,59,British Columbia,Village,Lytton,2013,https://www.lytton.ca/local-government/reports-plans,https://www.lytton.ca/sites/23/files/2024-08/Annual-Report-2013.pdf,lake/59/5933015/financial_statement_2013.pdf
5915075,59,British Columbia,City,Maple Ridge,2024,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2024-annual-report-web-finalpdf,lake/59/5915075/financial_statement_2024.pdf
5915075,59,British Columbia,City,Maple Ridge,2023,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2023-annual-report-webpdf,lake/59/5915075/financial_statement_2023.pdf
5915075,59,British Columbia,City,Maple Ridge,2022,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2022-annual-report-web-final,lake/59/5915075/financial_statement_2022.pdf
5915075,59,British Columbia,City,Maple Ridge,2021,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2021-annual-report-finalupdated,lake/59/5915075/financial_statement_2021.pdf
5915075,59,British Columbia,City,Maple Ridge,2020,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2020-annual-report-master-0603-web,lake/59/5915075/financial_statement_2020.pdf
5915075,59,British Columbia,City,Maple Ridge,2019,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2019-annual-reportfinal,lake/59/5915075/financial_statement_2019.pdf
5915075,59,British Columbia,City,Maple Ridge,2018,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2018-annual-report,lake/59/5915075/financial_statement_2018.pdf
5915075,59,British Columbia,City,Maple Ridge,2017,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2017-full-annual-report,lake/59/5915075/financial_statement_2017.pdf
5915075,59,British Columbia,City,Maple Ridge,2016,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2016-full-annual-report,lake/59/5915075/financial_statement_2016.pdf
5915075,59,British Columbia,City,Maple Ridge,2015,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2015-full-annual-report,lake/59/5915075/financial_statement_2015.pdf
5915075,59,British Columbia,City,Maple Ridge,2014,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2014-full-annual-report,lake/59/5915075/financial_statement_2014.pdf
5915075,59,British Columbia,City,Maple Ridge,2013,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2013-full-annual-report,lake/59/5915075/financial_statement_2013.pdf
5915075,59,British Columbia,City,Maple Ridge,2012,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2012-full-annual-report,lake/59/5915075/financial_statement_2012.pdf
5915075,59,British Columbia,City,Maple Ridge,2011,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2011-full-annual-report,lake/59/5915075/financial_statement_2011.pdf
5915075,59,British Columbia,City,Maple Ridge,2010,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2010-full-annual-report,lake/59/5915075/financial_statement_2010.pdf
5915075,59,British Columbia,City,Maple Ridge,2009,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2009-full-annual-report,lake/59/5915075/financial_statement_2009.pdf
5915075,59,British Columbia,City,Maple Ridge,2008,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2008-full-annual-report,lake/59/5915075/financial_statement_2008.pdf
5915075,59,British Columbia,City,Maple Ridge,2007,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2007-full-annual-report,lake/59/5915075/financial_statement_2007.pdf
5915075,59,British Columbia,City,Maple Ridge,2006,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2006-full-annual-report,lake/59/5915075/financial_statement_2006.pdf
5915075,59,British Columbia,City,Maple Ridge,2005,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2005-full-annual-report,lake/59/5915075/financial_statement_2005.pdf
5915075,59,British Columbia,City,Maple Ridge,2004,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2004-full-annual-report,lake/59/5915075/financial_statement_2004.pdf
5915075,59,British Columbia,City,Maple Ridge,2003,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2003-full-annual-report,lake/59/5915075/financial_statement_2003.pdf
5915075,59,British Columbia,City,Maple Ridge,2002,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2002-full-annual-report,lake/59/5915075/financial_statement_2002.pdf
5915075,59,British Columbia,City,Maple Ridge,2001,https://www.mapleridge.ca/your-government/reports-publications/annual-report,https://www.mapleridge.ca/media/file/2001-full-annual-report,lake/59/5915075/financial_statement_2001.pdf
5953012,59,British Columbia,Village,McBride,2024,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/39275,lake/59/5953012/financial_statement_2024.pdf
5953012,59,British Columbia,Village,McBride,2023,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/29762,lake/59/5953012/financial_statement_2023.pdf
5953012,59,British Columbia,Village,McBride,2022,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/23123,lake/59/5953012/financial_statement_2022.pdf
5953012,59,British Columbia,Village,McBride,2021,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/15120,lake/59/5953012/financial_statement_2021.pdf
5953012,59,British Columbia,Village,McBride,2020,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7371,lake/59/5953012/financial_statement_2020.pdf
5953012,59,British Columbia,Village,McBride,2019,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7368,lake/59/5953012/financial_statement_2019.pdf
5953012,59,British Columbia,Village,McBride,2018,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7370,lake/59/5953012/financial_statement_2018.pdf
5953012,59,British Columbia,Village,McBride,2017,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7369,lake/59/5953012/financial_statement_2017.pdf
5953012,59,British Columbia,Village,McBride,2016,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7365,lake/59/5953012/financial_statement_2016.pdf
5953012,59,British Columbia,Village,McBride,2015,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7363,lake/59/5953012/financial_statement_2015.pdf
5953012,59,British Columbia,Village,McBride,2014,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7366,lake/59/5953012/financial_statement_2014.pdf
5953012,59,British Columbia,Village,McBride,2013,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7364,lake/59/5953012/financial_statement_2013.pdf
5953012,59,British Columbia,Village,McBride,2012,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7362,lake/59/5953012/financial_statement_2012.pdf
5953012,59,British Columbia,Village,McBride,2011,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7361,lake/59/5953012/financial_statement_2011.pdf
5953012,59,British Columbia,Village,McBride,2010,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7360,lake/59/5953012/financial_statement_2010.pdf
5953012,59,British Columbia,Village,McBride,2009,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7359,lake/59/5953012/financial_statement_2009.pdf
5953012,59,British Columbia,Village,McBride,2008,https://mcbride.civicweb.net/filepro/documents/7367/,https://mcbride.civicweb.net/document/7358,lake/59/5953012/financial_statement_2008.pdf
5917042,59,British Columbia,District,Metchosin,2024,https://www.metchosin.ca/council/annual-report,https://www.metchosin.ca/sites/metchosin.ca/files/2025-07/Metchosin%20Annual%20Report_FINAL_Reduced.pdf,lake/59/5917042/financial_statement_2024.pdf
5917042,59,British Columbia,District,Metchosin,2022,https://www.metchosin.ca/council/annual-report,https://www.metchosin.ca/sites/metchosin.ca/files/2023-06/2022%20Annual%20Report_FINAL_website.pdf,lake/59/5917042/financial_statement_2022.pdf
5909056,59,British Columbia,District,Mission,2024,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/2024-sofi-report,lake/59/5909056/financial_statement_2024.pdf
5909056,59,British Columbia,District,Mission,2023,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/2023-annual-report-0,lake/59/5909056/financial_statement_2023.pdf
5909056,59,British Columbia,District,Mission,2022,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2022,lake/59/5909056/financial_statement_2022.pdf
5909056,59,British Columbia,District,Mission,2021,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2021,lake/59/5909056/financial_statement_2021.pdf
5909056,59,British Columbia,District,Mission,2020,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2020,lake/59/5909056/financial_statement_2020.pdf
5909056,59,British Columbia,District,Mission,2019,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2019,lake/59/5909056/financial_statement_2019.pdf
5909056,59,British Columbia,District,Mission,2018,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2018,lake/59/5909056/financial_statement_2018.pdf
5909056,59,British Columbia,District,Mission,2017,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2017,lake/59/5909056/financial_statement_2017.pdf
5909056,59,British Columbia,District,Mission,2016,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2016,lake/59/5909056/financial_statement_2016.pdf
5909056,59,British Columbia,District,Mission,2015,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2015,lake/59/5909056/financial_statement_2015.pdf
5909056,59,British Columbia,District,Mission,2014,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2014,lake/59/5909056/financial_statement_2014.pdf
5909056,59,British Columbia,District,Mission,2013,https://www.mission.ca/council-government/budget-finance/financial-reporting,https://www.mission.ca/media/file/mission-annual-report-2013,lake/59/5909056/financial_statement_2013.pdf
5905009,59,British Columbia,Village,Montrose,2024,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/Annual-Report.pdf,lake/59/5905009/financial_statement_2024.pdf
5905009,59,British Columbia,Village,Montrose,2023,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2025/05/2023-Annual-Report.pdf,lake/59/5905009/financial_statement_2023.pdf
5905009,59,British Columbia,Village,Montrose,2022,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2022-Annual-Report.pdf,lake/59/5905009/financial_statement_2022.pdf
5905009,59,British Columbia,Village,Montrose,2021,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2021-Annual-Report.pdf,lake/59/5905009/financial_statement_2021.pdf
5905009,59,British Columbia,Village,Montrose,2020,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/Annual-Report-of-Water-Monitoring-2020.pdf,lake/59/5905009/financial_statement_2020.pdf
5905009,59,British Columbia,Village,Montrose,2019,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2019-Annual-Report.pdf,lake/59/5905009/financial_statement_2019.pdf
5905009,59,British Columbia,Village,Montrose,2018,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2018-Annual-Report.pdf,lake/59/5905009/financial_statement_2018.pdf
5905009,59,British Columbia,Village,Montrose,2017,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2017-Annual-Report-of-Water-Monitoring.pdf,lake/59/5905009/financial_statement_2017.pdf
5905009,59,British Columbia,Village,Montrose,2016,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2016-Annual-Report.pdf,lake/59/5905009/financial_statement_2016.pdf
5905009,59,British Columbia,Village,Montrose,2015,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2015-Annual-Report-of-Water-Monitoring.pdf,lake/59/5905009/financial_statement_2015.pdf
5905009,59,British Columbia,Village,Montrose,2014,https://www.montrose.ca/document-category/annual-reports/,https://www.montrose.ca/wp-content/uploads/2024/08/2014-Annual-Report-Final.pdf,lake/59/5905009/financial_statement_2014.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2023,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/Regional District of Mount Waddington December 2023 Financial Statements - Signed (1).pdf,lake/59/BC_RD_17/financial_statement_2023.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2022,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2022 12 31 RDMW Financial Statements.pdf,lake/59/BC_RD_17/financial_statement_2022.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2021,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2021 RDMW Financial Statements(1).pdf,lake/59/BC_RD_17/financial_statement_2021.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2020,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2022 05 06 2020 RDMW Annual Report.pdf,lake/59/BC_RD_17/financial_statement_2020.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2019,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2020 11 04 2019 RDMW Annual Report(3).pdf,lake/59/BC_RD_17/financial_statement_2019.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2018,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2019 06 28 2018 RDMW Annual Report FINAL.pdf,lake/59/BC_RD_17/financial_statement_2018.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2017,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2017 RDMW Annual Report.pdf,lake/59/BC_RD_17/financial_statement_2017.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2016,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2017 06 16 2016 RDMW Annual Report cons(1).pdf,lake/59/BC_RD_17/financial_statement_2016.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2015,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/RDMW 2015 Annual Report and Audited Financial Statements(2).pdf,lake/59/BC_RD_17/financial_statement_2015.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2014,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2016 07 18 2014 Annual Report and Financials.pdf,lake/59/BC_RD_17/financial_statement_2014.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2013,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2013 RDMW Annual Report Final 5 Oct 14 2014 incl Fin Stmts.pdf,lake/59/BC_RD_17/financial_statement_2013.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2012,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/RDMW - 2012 Financial Statements-Final w Auditors Letter.pdf,lake/59/BC_RD_17/financial_statement_2012.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2011,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/2011 RDMW Annual Report-2011 Audited Financial Stmts2.pdf,lake/59/BC_RD_17/financial_statement_2011.pdf
BC_RD_17,59,British Columbia,Regional District,Mount Waddington,2010,https://www.rdmw.bc.ca/regional-services/finance/rdmw-annual-financial-statements,https://www.rdmw.bc.ca/media/Full 2010 Statements-Signed.pdf,lake/59/BC_RD_17/financial_statement_2010.pdf
5903050,59,British Columbia,Village,Nakusp,2024,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2025-06/2024%20SOFI%20Final.pdf,lake/59/5903050/financial_statement_2024.pdf
5903050,59,British Columbia,Village,Nakusp,2023,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2024-06/2023%20SOFI.pdf,lake/59/5903050/financial_statement_2023.pdf
5903050,59,British Columbia,Village,Nakusp,2022,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2023-06/2022-Annual-Report.pdf,lake/59/5903050/financial_statement_2022.pdf
5903050,59,British Columbia,Village,Nakusp,2021,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2023-06/2021-Annual-Report.pdf,lake/59/5903050/financial_statement_2021.pdf
5903050,59,British Columbia,Village,Nakusp,2020,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2023-06/2020-Annual-Report-Final.pdf,lake/59/5903050/financial_statement_2020.pdf
5903050,59,British Columbia,Village,Nakusp,2019,https://www.nakusp.com/municipal-services/finance-department/financial-reports,https://www.nakusp.com/sites/5/files/2023-06/2019-Annual-Report-final.pdf,lake/59/5903050/financial_statement_2019.pdf
5903032,59,British Columbia,Village,New Denver,2023,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2024/06/2023-Annual-Report-Approved.pdf,lake/59/5903032/financial_statement_2023.pdf
5903032,59,British Columbia,Village,New Denver,2022,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2023/06/2022-Annual-Report.pdf,lake/59/5903032/financial_statement_2022.pdf
5903032,59,British Columbia,Village,New Denver,2021,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2023/01/New-Denver-2021-financial-statements-signed-w-audit-report.pdf,lake/59/5903032/financial_statement_2021.pdf
5903032,59,British Columbia,Village,New Denver,2020,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2021/06/Village-New-Denver_20210616_072127.pdf,lake/59/5903032/financial_statement_2020.pdf
5903032,59,British Columbia,Village,New Denver,2019,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2020/07/2019-Annual-Report-WITH-financials.pdf,lake/59/5903032/financial_statement_2019.pdf
5903032,59,British Columbia,Village,New Denver,2018,https://newdenver.ca/village-business/reports-studies-planning-documents/,https://newdenver.ca/wp-content/uploads/2019/06/2018-Financial-Statements-Village-of-New-Denver-1.pdf,lake/59/5903032/financial_statement_2018.pdf
5915029,59,British Columbia,City,New Westminster,2024,https://www.newwestcity.ca/city_hall/finance-taxes-and-budgets/financial-reporting/articles/244.php,https://www.newwestcity.ca/database/files/library/CityofNewWest_Annual_Report_2024_digital.pdf,lake/59/5915029/financial_statement_2024.pdf
5915029,59,British Columbia,City,New Westminster,2023,https://www.newwestcity.ca/city_hall/finance-taxes-and-budgets/financial-reporting/articles/244.php,https://www.newwestcity.ca/database/files/library/cityofnewwest_annual_report_digital__reduced.pdf,lake/59/5915029/financial_statement_2023.pdf
5915029,59,British Columbia,City,New Westminster,2022,https://www.newwestcity.ca/city_hall/finance-taxes-and-budgets/financial-reporting/articles/244.php,https://www.newwestcity.ca/database/files/library/CNW_2022_Annual_Report___DIGITAL.pdf,lake/59/5915029/financial_statement_2022.pdf
5915029,59,British Columbia,City,New Westminster,2021,https://www.newwestcity.ca/city_hall/finance-taxes-and-budgets/financial-reporting/articles/244.php,https://www.newwestcity.ca/database/files/library/CNW_2021_Annual_Report___FINAL.pdf,lake/59/5915029/financial_statement_2021.pdf
5915029,59,British Columbia,City,New Westminster,2020,https://www.newwestcity.ca/city_hall/finance-taxes-and-budgets/financial-reporting/articles/244.php,https://www.newwestcity.ca/database/files/library/CityofNewWestminster_AnnualReport_2020_FINAL.pdf,lake/59/5915029/financial_statement_2020.pdf
